Plant Type,Plant Desc,CH3 ID,CH3 Desc,Material Group Desc,PH2R,PH4,Year,Month,Units,LBS,Revenue
Metals,Chicago IL,28187,Customer 28187,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,13.02314251,31.78949086,26.33473203
Metals,Chicago IL,28187,Customer 28187,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,25.78319123,11.86026797,19.0372838
Metals,Chicago IL,28187,Customer 28187,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,6.612423873,4.560292326
Metals,Chicago IL,28187,Customer 28187,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,0.440682095,0.591961023
Metals,Chicago IL,28187,Customer 28187,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.538367844,1.139756395
Metals,Chicago IL,28187,Customer 28187,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,27.33443605,22.45680877
Metals,Chicago IL,28188,Customer 28188,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,66.29963459,17.56940317,22.60817296
Metals,Chicago IL,28188,Customer 28188,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,3.946406821,12.29700365,13.04761267
Metals,Chicago IL,28188,Customer 28188,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,4.455785627,6.716930572
Metals,Chicago IL,28190,Customer 28190,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,57.50060901,40.29564921,68.31064555
Metals,Chicago IL,28190,Customer 28190,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,0,0,-0.192429963
Metals,Chicago IL,28190,Customer 28190,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,47.85870889,8.446660171,38.64261876
Metals,Chicago IL,28190,Customer 28190,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,22.36297199,2.70591961,11.61935445
Metals,Chicago IL,28190,Customer 28190,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,1.143727162,2.791838002,2.655736906
Metals,Chicago IL,28190,Customer 28190,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,01,1.067600487,1.729512789,3.6840743
Metals,Chicago IL,28190,Customer 28190,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,01,1.065773447,1.781973203,13.3787637
Metals,Chicago IL,28190,Customer 28190,GQ 7 Gal C/H Strait,4 Metal Pail,7 Gallon Pail,2020,01,2.630937881,15.76984166,17.53914738
Metals,Chicago IL,28190,Customer 28190,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,8.805968331,15.50397077
Metals,Chicago IL,28190,Customer 28190,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.078781973,0.421772229
Metals,Chicago IL,28190,Customer 28190,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,1.396589525,6.311918392
Metals,Chicago IL,28190,Customer 28190,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.227771011,0.420505481
Metals,Chicago IL,28190,Customer 28190,QB Pail Covers Dish,4 Metal Pail,Cover,2020,01,0,2.097953715,1.917472594
Metals,Chicago IL,28190,Customer 28190,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,01,0,2.420669915,3.087509135
Metals,Chicago IL,28190,Customer 28190,Armloks,7 M.Other,Other,2020,01,0,0,12.2288246
Metals,Chicago IL,28257,Customer 28257,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,4.794153471,3.389934227,7.386973203
Metals,Chicago IL,28257,Customer 28257,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,2.161997564,0.378349574,1.366686967
Metals,Chicago IL,28257,Customer 28257,EI 5 Gal O/H Tapered,4 Metal Pail,5.5 Gallon Pail,2020,01,7.606577345,23.10878197,17.7613581
Metals,Chicago IL,28257,Customer 28257,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.635809988,1.538660171
Metals,Chicago IL,28257,Customer 28257,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.124238733,0.310231425
Metals,Chicago IL,28257,Customer 28257,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,7.145758831,6.305962241
Metals,Chicago IL,28257,Customer 28257,Armloks,7 M.Other,Other,2020,01,0,0,3.093909866
Metals,Chicago IL,29623,Customer 29623,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,1.227771011,0.868034105,1.542953715
Metals,Chicago IL,29623,Customer 29623,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,11.68331303,2.056584653,9.563781973
Metals,Chicago IL,29623,Customer 29623,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,1.907429963,4.702448234
Metals,Chicago IL,29623,Customer 29623,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.315127893,0.76865408
Metals,Chicago IL,29940,Customer 29940,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,0.409257004,0.287707674,0.54911084
Metals,Chicago IL,29940,Customer 29940,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,0.789281364,0.209159562,0.691973203
Metals,Chicago IL,29940,Customer 29940,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,14.93788063,6.871425091,12.52242387
Metals,Chicago IL,29940,Customer 29940,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,01,1.447015834,0.166406821,0.760694275
Metals,Chicago IL,29940,Customer 29940,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,2.861144945,5.518940317
Metals,Chicago IL,29940,Customer 29940,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,0.17137637,0.387448234
Metals,Chicago IL,29940,Customer 29940,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.670523752,1.192143727
Metals,Chicago IL,30203,Customer 30203,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,8.389768575,5.898007308,10.76113886
Metals,Chicago IL,30203,Customer 30203,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,1.271619976,2.308209501
Metals,Chicago IL,30203,Customer 30203,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.289890378,0.574494519
Metals,Chicago IL,30267,Customer 30267,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,370.9622412,98.30499391,149.9280816
Metals,Chicago IL,30267,Customer 30267,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,273.772229,47.91014007,94.78627893
Metals,Chicago IL,30267,Customer 30267,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,11.19975639,1.355170524,5.1995676
Metals,Chicago IL,30267,Customer 30267,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,3.288672351,10.24750305,13.92390987
Metals,Chicago IL,30267,Customer 30267,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,137.5103532,63.25476248,94.64153471
Metals,Chicago IL,30267,Customer 30267,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,01,91.16199756,10.48362972,35.73246041
Metals,Chicago IL,30267,Customer 30267,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,20.34591961,28.56282582
Metals,Chicago IL,30267,Customer 30267,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,27.00401949,40.8718514
Metals,Chicago IL,30267,Customer 30267,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,17.67867479,39.10596833
Metals,Chicago IL,30267,Customer 30267,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.17956151,0.418727162
Metals,Chicago IL,30267,Customer 30267,ND Ears / Bails,1 Paint,Ears,2020,01,0,6.577344702,0.449695493
Metals,Chicago IL,30267,Customer 30267,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,01,0,4.738976857,7.411023143
Metals,Chicago IL,30268,Customer 30268,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,14.73325213,10.35747625,9.659707674
Metals,Chicago IL,30268,Customer 30268,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,2.367844093,0.627478685,1.05406821
Metals,Chicago IL,30268,Customer 30268,EE 3.5 Gal O/H Taper,4 Metal Pail,3.5 Gallon Pail,2020,01,2.630937881,1.867965895,5.534969549
Metals,Chicago IL,30268,Customer 30268,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,9.288063337,21.69590926,19.12189403
Metals,Chicago IL,30268,Customer 30268,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,2.797563946,2.157405603
Metals,Chicago IL,30268,Customer 30268,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,0.17137637,0.212478685
Metals,Chicago IL,30268,Customer 30268,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.082825822,0.118099878
Metals,Chicago IL,30268,Customer 30268,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,8.144945189,7.476248477
Metals,Chicago IL,30268,Customer 30268,Armloks,7 M.Other,Other,2020,01,0,0,4.03954324
Metals,Chicago IL,30616,Customer 30616,Paint Can-PT Hybrid,3 Hybrid,Pint Hybrid,2020,01,7.673568819,0.445066991,2.611010962
Metals,Chicago IL,30616,Customer 30616,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,01,24.65286236,17.48774665,37.70341048
Metals,Chicago IL,30616,Customer 30616,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,0.662606577,0.595683313,1.573118149
Metals,Chicago IL,30616,Customer 30616,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,14.79171742,4.084326431,12.6072229
Metals,Chicago IL,30616,Customer 30616,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,9.487210719,1.660261876,8.338903776
Metals,Chicago IL,30616,Customer 30616,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,9.975639464,1.207052375,5.332478685
Metals,Chicago IL,30616,Customer 30616,EH 5 Gal O/H Strait,4 Metal Pail,5 Gallon Pail,2020,01,3.018270402,11.96744214,12.77724117
Metals,Chicago IL,30616,Customer 30616,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,4.326431181,10.9554592,16.4466078
Metals,Chicago IL,30616,Customer 30616,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,8.948842875,27.69921742,41.5318514
Metals,Chicago IL,30616,Customer 30616,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,01,2.238124239,3.742143727,27.62690012
Metals,Chicago IL,30616,Customer 30616,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,01,2.505481121,9.61246285,15.2076553
Metals,Chicago IL,30616,Customer 30616,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,5.086479903,17.58903776
Metals,Chicago IL,30616,Customer 30616,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,0.220341048,0.468142509
Metals,Chicago IL,30616,Customer 30616,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.582986602,2.905657734
Metals,Chicago IL,30616,Customer 30616,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.359123021,1.425316687
Metals,Chicago IL,30616,Customer 30616,ND Ears / Bails,1 Paint,Ears,2020,01,0,16.32399513,2.908087698
Metals,Chicago IL,30616,Customer 30616,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,9.048760049,12.17699147
Metals,Chicago IL,30616,Customer 30616,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,01,0,10.70657734,16.00682095
Metals,Chicago IL,30616,Customer 30616,Outside Purchse Cans,1 Paint,1/4 Pint Round,2020,01,6.708891596,0.711142509,4.194665043
Metals,Chicago IL,31329,Customer 31329,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,1.578562728,0.418319123,1.168258222
Metals,Chicago IL,31329,Customer 31329,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,01,0.701583435,0.199249695,0.720188794
Metals,Chicago IL,31329,Customer 31329,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,0.583434836,1.817982948,2.333800244
Metals,Chicago IL,31329,Customer 31329,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,01,15.43848965,55.61262241,76.62738733
Metals,Chicago IL,31329,Customer 31329,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,0.048964677,0.166510353
Metals,Chicago IL,31329,Customer 31329,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,01,0,0.916202192,0.896047503
Metals,Chicago IL,34773,Customer 34773,EE 3.5 Gal O/H Taper,4 Metal Pail,3.5 Gallon Pail,2020,01,0.962241169,1.938915956,2.555809988
Metals,Chicago IL,34773,Customer 34773,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,1.900121803,4.63819732,5.023349574
Metals,Chicago IL,35249,Customer 35249,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,108.0730816,75.37371011,94.20261876
Metals,Chicago IL,35249,Customer 35249,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,41.8319123,11.08545676,22.03654689
Metals,Chicago IL,35249,Customer 35249,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,01,41.65651644,11.83045067,24.30090743
Metals,Chicago IL,35249,Customer 35249,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,15.8634592,27.86582826
Metals,Chicago IL,35249,Customer 35249,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,5.753349574,12.69396468
Metals,Chicago IL,35249,Customer 35249,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.538367844,1.037466504
Metals,Chicago IL,35258,Customer 35258,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,92.69671133,65.72196833,120.6509744
Metals,Chicago IL,35258,Customer 35258,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,83.6638246,22.17091352,47.58552984
Metals,Chicago IL,35258,Customer 35258,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,1.500609013,0.262606577,0.747180268
Metals,Chicago IL,35258,Customer 35258,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,16.77222899,2.029439708,7.041985384
Metals,Chicago IL,35258,Customer 35258,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,96.99390987,44.61719854,66.42141291
Metals,Chicago IL,35258,Customer 35258,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,95.84835566,137.4267357
Metals,Chicago IL,35258,Customer 35258,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,22.62168088,54.62225944
Metals,Chicago IL,35258,Customer 35258,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.157563946,0.445103532
Metals,Chicago IL,35651,Customer 35651,Outside Purchse Cans,1 Paint,1/4 Pint Round,2020,01,30.19001218,3.200141291,18.53062728
Metals,Chicago IL,35917,Customer 35917,EN 6.5 Gal O/H Taper,4 Metal Pail,6.5 Gallon Pail,2020,01,3.098660171,11.51462119,17.9387637
Metals,Chicago IL,35917,Customer 35917,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,2.820694275,6.593855055
Metals,Chicago IL,35975,Customer 35975,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,01,2.046285018,1.409890378,3.502362972
Metals,Chicago IL,35975,Customer 35975,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,1.325213155,1.191366626,2.828775883
Metals,Chicago IL,35975,Customer 35975,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,4.323995128,0.756699147,5.211626066
Metals,Chicago IL,35975,Customer 35975,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,0.65773447,1.769963459,2.665602923
Metals,Chicago IL,35975,Customer 35975,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,01,0.584652862,2.780609013,4.083507917
Metals,Chicago IL,35975,Customer 35975,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.54043849,1.948148599
Metals,Chicago IL,35975,Customer 35975,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,0.50145676,1.057320341
Metals,Chicago IL,35975,Customer 35975,Pail Fitting-Plastic,7 M.Other,Other,2020,01,0,0,0.245554202
Metals,Chicago IL,36323,Customer 36323,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,3.644336175,3.064886724,6.390742996
Metals,Chicago IL,36323,Customer 36323,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,8.594397077,2.277515225,7.307643118
Metals,Chicago IL,36323,Customer 36323,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,8.647990256,1.513398295,6.193258222
Metals,Chicago IL,36333,Customer 36333,Gallon Round Comp.,1 Paint,Rings,2020,01,0,253.0620219,419.4628624
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,1 Paint,Rings,2020,01,0,2.932618758,5.742533496
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,26.70401949,30.12950061
Metals,Chicago IL,36390,Customer 36390,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,4.911084044,1.630479903,5.090389769
Metals,Chicago IL,36399,Customer 36399,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,46.05115713,38.72902314,50.37896468
Metals,Chicago IL,36399,Customer 36399,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,104.3605359,34.23639464,50.91504872
Metals,Chicago IL,36399,Customer 36399,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,01,3.274056029,0.929831912,2.241650426
Metals,Chicago IL,36399,Customer 36399,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,166.4738124,37.95602923,69.01814251
Metals,Chicago IL,36462,Customer 36462,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,0.662606577,0.553276492,1.471163216
Metals,Chicago IL,36462,Customer 36462,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,17.29841657,3.096416565,10.86080999
Metals,Chicago IL,36462,Customer 36462,AL 1/4 Pt Cn 208x201,1 Paint,1/4 Pint Round,2020,01,64.45797808,6.832545676,21.11045067
Metals,Chicago IL,36462,Customer 36462,NP 208 Dia. Plug,1 Paint,Plugs,2020,01,0,1.355459196,5.091443362
Metals,Chicago IL,36539,Customer 36539,NF 404 Dia. Rings,1 Paint,Rings,2020,01,0,3.642971985,5.032192448
Metals,Chicago IL,36539,Customer 36539,NI 307 Dia. Rings,1 Paint,Rings,2020,01,0,2.470158343,5.075700365
Metals,Chicago IL,36634,Customer 36634,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.877856273,2.864007308
Metals,Chicago IL,36913,Customer 36913,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,6.548112058,4.603322777,5.796059683
Metals,Chicago IL,36913,Customer 36913,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,01,4.509135201,11.00679903,6.763702801
Metals,Chicago IL,36913,Customer 36913,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,0.65773447,2.049500609,2.437429963
Metals,Chicago IL,36913,Customer 36913,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,1.271619976,2.314786845
Metals,Chicago IL,36913,Customer 36913,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,01,0,4.220594397,4.591278928
Metals,Chicago IL,37073,Customer 37073,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,54.5773447,38.29081608,49.90635201
Metals,Chicago IL,37073,Customer 37073,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,215.2691839,57.04633374,79.77965895
Metals,Chicago IL,37073,Customer 37073,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,9.236297199,1.61635201,3.844244823
Metals,Chicago IL,37073,Customer 37073,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,332.6492083,40.2505542,108.7163886
Metals,Chicago IL,37073,Customer 37073,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,01,6.699147381,10.85261876,18.53386114
Metals,Chicago IL,37073,Customer 37073,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,7.775883069,3.576906212,5.395767357
Metals,Chicago IL,37073,Customer 37073,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,01,62.22168088,7.155493301,28.15033496
Metals,Chicago IL,37073,Customer 37073,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,6.612423873,10.25141291
Metals,Chicago IL,37073,Customer 37073,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,18.16589525,25.21356882
Metals,Chicago IL,37073,Customer 37073,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.20483313,0.320627284
Metals,Chicago IL,37073,Customer 37073,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,11.97076736,25.5043849
Metals,Chicago IL,37073,Customer 37073,ND Ears / Bails,1 Paint,Ears,2020,01,0,9.047503045,1.143861145
Metals,Chicago IL,37073,Customer 37073,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,01,0,2.738611449,5.008818514
Metals,Chicago IL,37076,Customer 37076,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,17.18879415,11.96340073,16.74962241
Metals,Chicago IL,37076,Customer 37076,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,2.543239951,3.549658952
Metals,Chicago IL,37114,Customer 37114,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,39.80511571,30.12062363,58.63201583
Metals,Chicago IL,37114,Customer 37114,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,41.2180268,11.00503776,27.28717418
Metals,Chicago IL,37114,Customer 37114,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,01,6.485992692,1.135048721,5.278885505
Metals,Chicago IL,37114,Customer 37114,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,01,14.9634592,1.810578563,10.82776492
Metals,Chicago IL,37114,Customer 37114,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,2.484774665,7.742557856,11.60535932
Metals,Chicago IL,37114,Customer 37114,FJ 20 Ltr O/H Tpr UN,4 Metal Pail,20L Pail,2020,01,0.131546894,0.419634592,0.660115713
Metals,Chicago IL,37114,Customer 37114,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,01,0.852618758,1.425578563,12.19321559
Metals,Chicago IL,37114,Customer 37114,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,01,0.56272838,2.676336175,4.326199756
Metals,Chicago IL,37114,Customer 37114,GS 25 Liter C/H,4 Metal Pail,25L Pail,2020,01,1.775883069,8.938845311,15.84063946
Metals,Chicago IL,37114,Customer 37114,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,1.637028015,3.558756395,1.720974421
Metals,Chicago IL,37114,Customer 37114,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,01,7.235079172,0.832034105,2.97774056
Metals,Chicago IL,37114,Customer 37114,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,6.993909866,11.08887942
Metals,Chicago IL,37114,Customer 37114,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,2.203410475,4.23679659
Metals,Chicago IL,37114,Customer 37114,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.472691839,1.21501218
Metals,Chicago IL,37114,Customer 37114,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.359123021,1.144707674
Metals,Chicago IL,37114,Customer 37114,ND Ears / Bails,1 Paint,Ears,2020,01,0,0.538367844,1.282107186
Metals,Chicago IL,37114,Customer 37114,QB Pail Covers Dish,4 Metal Pail,Cover,2020,01,0,2.333992692,3.131029233
Metals,Chicago IL,37114,Customer 37114,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,01,0,1.074168088,1.134853837
Metals,Chicago IL,37114,Customer 37114,Armloks,7 M.Other,Other,2020,01,0,0,4.072691839
Metals,Chicago IL,37115,Customer 37115,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,10.23142509,7.25408039,15.83659562
Metals,Chicago IL,37115,Customer 37115,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,2.499390987,6.86582704,9.10453106
Metals,Chicago IL,37115,Customer 37115,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,01,1.227771011,0.564774665,1.182393423
Metals,Chicago IL,37115,Customer 37115,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,1.398781973,5.052107186
Metals,Chicago IL,37115,Customer 37115,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.031512789,0.179196102
Metals,Chicago IL,37115,Customer 37115,NM 214 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.039902558,0.239683313
Metals,Chicago IL,37115,Customer 37115,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,01,0,3.222504263,7.24179659
Metals,Chicago IL,37143,Customer 37143,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,3.478684531,2.445515225,4.496266748
Metals,Chicago IL,37143,Customer 37143,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,18.94275274,5.019829476,16.12350183
Metals,Chicago IL,37143,Customer 37143,NC 610 Dia. Plugs,1 Paint,Plugs,2020,01,0,0.635809988,1.50134592
Metals,Chicago IL,37143,Customer 37143,NG 404 Dia Plugs,1 Paint,Plugs,2020,01,0,1.468940317,4.080365408
Metals,Chicago IL,37162,Customer 37162,FK 1 Gal O/H Str UN,4 Metal Pail,1 Gallon Pail,2020,01,2.344701583,5.674177832,35.45447016
Metals,Chicago IL,37162,Customer 37162,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,01,1.172350792,1.960170524,19.04202801
Metals,Chicago IL,37648,Customer 37648,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,01,0,0,-2.727064555
Metals,Chicago IL,37648,Customer 37648,GK 20 Ltr C/H Taper,4 Metal Pail,20L Pail,2020,01,1.680876979,6.905042631,10.81089525
Metals,Chicago IL,38391,Customer 38391,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,01,22.97685749,17.1627771,28.39453106
Metals,Chicago IL,38391,Customer 38391,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,01,29.2911084,7.762143727,19.7350609
